Instances,Source,feature_Density,feature_AlgConnectivity,feature_Energy,algo_RandomGreedy,algo_DSATUR,algo_Bktr,algo_HillClimber,algo_HEA,algo_PartialCol,algo_TabuCol,algo_AntCol
Weight_Biased-131-354Nodes,Weight_Biased,0.602647204750244,169.099252857,8.36408133209,66,63,58,50,46,47,47,47
Weight_Biased-132-888Nodes,Weight_Biased,0.559338086677432,410.479281751,13.0743754397,132,119,116,105,93,93,93,92
Weight_Biased-133-464Nodes,Weight_Biased,0.108940939897222,39.1719094547,5.59392495049,18,15,14,12,11,11,11,11
Weight_Biased-134-716Nodes,Weight_Biased,0.020275813571903,7.4235436902,3.23645549178,9,7,7,6,6,6,6,6
Weight_Biased-135-401Nodes,Weight_Biased,0.003029925187032,0.267949192431,0.999119247313,3,2,2,2,2,2,2,2
Weight_Biased-136-129Nodes,Weight_Biased,0.352713178294573,24.8041327761,4.87563200637,20,16,14,13,13,13,13,13
Weight_Biased-137-123Nodes,Weight_Biased,0.621084899373583,59.0758872877,5.13638267903,31,26,24,22,21,21,21,22
Weight_Biased-138-218Nodes,Weight_Biased,0.368029425442861,52.186633194,6.31848622987,30,24,21,20,19,19,19,19
Weight_Biased-139-405Nodes,Weight_Biased,0.027918347390295,1.7516508119,2.53136546412,9,9,8,8,8,8,8,9
Weight_Biased-140-603Nodes,Weight_Biased,0.003338787788632,5.31E-05,1.27452136015,3,3,3,3,3,3,3,3
Weight_Biased-141-479Nodes,Weight_Biased,0.014727334666888,2.26852358418,2.27721490311,6,5,4,4,4,4,4,4
Weight_Biased-142-653Nodes,Weight_Biased,0.005294112120557,0.348102078954,1.61730507573,5,3,3,3,3,3,3,3
Weight_Biased-144-926Nodes,Weight_Biased,0.00654019029829,1.59585839234,2.12204359945,6,4,4,4,4,4,4,4
Weight_Biased-145-584Nodes,Weight_Biased,0.005897694964637,0.283434705353,1.61414866262,4,3,3,3,3,3,3,3
Weight_Biased-146-742Nodes,Weight_Biased,0.385950362117194,187.547288926,11.5362740914,77,68,64,62,53,53,52,53
Weight_Biased-147-829Nodes,Weight_Biased,0.381896004149111,230.371700723,12.1231889074,83,71,69,68,58,58,57,58
Weight_Biased-148-378Nodes,Weight_Biased,0.008322456598319,0.229080684627,1.55191112267,4,3,3,3,3,3,3,4
Weight_Biased-149-657Nodes,Weight_Biased,0.324590711660541,143.129847687,10.4255286636,62,50,48,47,40,41,40,41
Weight_Biased-150-172Nodes,Weight_Biased,0.31735346117231,30.9130801884,5.41757708254,22,18,16,15,14,14,14,14
Weight_Biased-151-167Nodes,Weight_Biased,0.019984128129284,0.276849296924,1.58743200377,4,3,3,3,3,3,3,3
Weight_Biased-152-605Nodes,Weight_Biased,0.00166931202452,1,0.998582042353,2,2,2,2,2,2,2,2
Weight_Biased-153-476Nodes,Weight_Biased,0.468412206988058,149.7488781,9.63194020212,66,58,55,50,44,45,45,45
Weight_Biased-154-355Nodes,Weight_Biased,0.005665632211347,0.000263093334709,1.27436926968,3,3,3,3,3,3,3,3
Weight_Biased-155-365Nodes,Weight_Biased,0.310793316272768,63.8810366568,7.71871527873,36,30,29,27,24,24,24,25
Weight_Biased-156-691Nodes,Weight_Biased,0.169223347805113,73.1799129177,7.79754469381,39,34,34,32,27,27,27,30
Weight_Biased-157-913Nodes,Weight_Biased,0.006874387502162,0.721512811603,2.07883147593,7,6,6,6,6,6,6,6
Weight_Biased-158-981Nodes,Weight_Biased,0.633476876989327,504.692661611,13.3300079492,170,145,145,136,121,120,118,118
Weight_Biased-159-353Nodes,Weight_Biased,0.042895312902395,7.98829252642,3.2800807407,9,7,7,6,6,6,6,6
Weight_Biased-160-885Nodes,Weight_Biased,0.009553391108725,3.03500227479,2.48970281367,7,5,5,5,4,4,4,5
Weight_Biased-161-284Nodes,Weight_Biased,0.510550938137659,108.256951219,7.62676053573,48,41,40,35,31,32,32,32
Weight_Biased-162-481Nodes,Weight_Biased,0.006704781704782,0.255121666021,1.56946991494,4,3,3,3,3,3,3,3
Weight_Biased-163-149Nodes,Weight_Biased,0.056412116814801,3.42477647445,2.45311374867,6,5,4,4,4,4,4,4
Weight_Biased-164-413Nodes,Weight_Biased,0.320893768071651,89.5545999561,7.69305083795,45,39,38,36,30,31,31,31
Weight_Biased-165-400Nodes,Weight_Biased,0.653897243107769,213.107788662,8.6720241176,84,77,70,61,56,58,57,57
Weight_Biased-166-252Nodes,Weight_Biased,0.031998988174287,3.06317836976,2.42637895248,6,5,4,4,4,4,4,4
Weight_Biased-167-848Nodes,Weight_Biased,0.001576039740705,0.152240934977,1.03074873596,3,2,2,2,2,2,2,2
Weight_Biased-168-955Nodes,Weight_Biased,0.439922289176462,306.891481488,13.338067072,108,92,90,89,76,76,75,76
Weight_Biased-169-241Nodes,Weight_Biased,0.005048409405256,0.38196601125,1.00158265833,3,2,2,2,2,2,2,2
Weight_Biased-170-237Nodes,Weight_Biased,0.211649860544947,40.5052642267,5.39375073894,17,16,14,12,12,12,12,12
Weight_Biased-171-253Nodes,Weight_Biased,0.012861534600665,0.276657321673,1.57575918366,4,3,3,3,3,3,3,3
Weight_Biased-172-854Nodes,Weight_Biased,0.010660816899166,3.44922614483,2.58172429338,7,6,5,5,5,5,5,5
Weight_Biased-173-734Nodes,Weight_Biased,0.002178349584218,0.413094015707,1.17752203729,3,3,3,3,3,3,3,3
Weight_Biased-174-627Nodes,Weight_Biased,0.360492430611818,153.313331774,10.4941387575,62,56,53,50,42,44,43,43
Weight_Biased-175-168Nodes,Weight_Biased,0.024023381807813,0.727128546573,1.74561571219,4,4,3,3,3,3,3,3
Weight_Biased-176-886Nodes,Weight_Biased,0.00454783129918,0.561664513999,1.74848491332,5,4,3,3,3,3,3,3
Weight_Biased-177-616Nodes,Weight_Biased,0.02034632034632,5.9975641317,3.00800739578,8,6,6,6,5,5,5,6
Weight_Biased-178-632Nodes,Weight_Biased,0.022427731749885,7.11053776504,3.19793736891,9,7,7,6,6,6,6,6
Weight_Biased-179-119Nodes,Weight_Biased,0.449935906566016,37.6485554387,4.97618157018,22,19,16,15,15,15,15,15
Weight_Biased-180-809Nodes,Weight_Biased,0.625448237036311,395.804469473,12.2066222115,140,124,122,112,100,99,98,98
Weight_Biased-181-123Nodes,Weight_Biased,0.016526722644276,0.00706748068113,1.27758935246,3,3,3,3,3,3,3,3
Weight_Biased-182-369Nodes,Weight_Biased,0.554583480617414,144.722920877,8.59715423281,65,57,55,47,43,44,44,44
Weight_Biased-183-946Nodes,Weight_Biased,0.001098470865913,0.585786437627,0.994332619658,2,2,2,2,2,2,2,2
Weight_Biased-184-496Nodes,Weight_Biased,0.010679374389052,1.193046747,1.98581156553,5,4,4,4,4,4,4,5
Weight_Biased-185-285Nodes,Weight_Biased,0.45742525327403,94.7703730677,7.51179343982,41,36,34,31,29,29,29,29
Weight_Biased-186-891Nodes,Weight_Biased,0.003606602857539,0.2376238552,1.56824889924,4,4,3,3,3,3,3,3
Weight_Biased-187-366Nodes,Weight_Biased,0.45253387229583,103.768313635,8.41349759726,54,43,42,39,34,35,35,36
Weight_Biased-188-210Nodes,Weight_Biased,0.505536568694463,75.5346906587,6.57324146492,37,33,30,27,25,25,25,26
Weight_Biased-189-803Nodes,Weight_Biased,0.328323028046322,215.663480718,11.599465299,71,62,60,57,48,49,48,53
Weight_Biased-190-654Nodes,Weight_Biased,0.0031189850654,0.000892110669003,1.28097820674,3,3,3,3,3,3,3,3
Weight_Biased-191-776Nodes,Weight_Biased,0.536524775523777,315.19049935,12.2325282502,112,101,97,90,79,79,78,79
Weight_Biased-192-875Nodes,Weight_Biased,0.593529911735861,432.281673241,12.8537231649,140,123,123,112,99,99,98,98
Weight_Biased-193-220Nodes,Weight_Biased,0.004690743046907,0.585786437627,0.9990265657,2,2,2,2,2,2,2,2
Weight_Biased-194-612Nodes,Weight_Biased,0.352122845865023,141.448823559,10.2833478859,60,50,50,48,41,41,41,42
Weight_Biased-195-875Nodes,Weight_Biased,0.643750245178162,496.893485868,12.6348872129,157,141,139,121,110,109,109,107
Weight_Biased-196-790Nodes,Weight_Biased,0.005095377901847,0.549871672639,1.74670424195,5,4,3,3,3,3,3,3
Weight_Biased-197-647Nodes,Weight_Biased,0.663610567467855,359.911653028,10.7859236745,127,113,110,97,87,88,87,88
Weight_Biased-198-810Nodes,Weight_Biased,0.346576324985884,197.565835224,11.7239486856,74,62,60,61,51,52,51,52
Weight_Biased-199-161Nodes,Weight_Biased,0.055512422360248,0.814348901419,2.20764061609,8,8,8,8,8,8,8,8
Weight_Biased-200-740Nodes,Weight_Biased,0.003258603664558,0.0347929322984,1.36647515078,4,3,3,3,3,3,3,3
Weight_Biased-201-715Nodes,Weight_Biased,0.569579440167675,318.539989571,11.7209130533,112,99,98,90,78,79,78,78
Weight_Biased-202-918Nodes,Weight_Biased,0.019118419208226,9.54537670744,3.55526404557,10,8,7,7,6,6,6,7
Weight_Biased-203-913Nodes,Weight_Biased,0.012199515766415,4.86341406191,2.84881017456,8,6,6,5,5,5,5,5
Weight_Biased-204-425Nodes,Weight_Biased,0.350843507214206,98.1761025898,8.60932959612,45,38,36,35,30,31,31,31
Weight_Biased-205-746Nodes,Weight_Biased,0.26744516616586,175.975155833,10.4060243713,52,48,45,41,35,36,35,36
Weight_Biased-206-578Nodes,Weight_Biased,0.375435524398361,148.277265994,10.2038187596,63,54,51,48,41,42,42,42
Weight_Biased-207-144Nodes,Weight_Biased,0.024087024087024,0.322166636512,1.6136842613,4,3,3,3,3,3,3,3
Weight_Biased-208-218Nodes,Weight_Biased,0.465649177694161,67.6598053803,6.62506642912,34,30,28,25,24,24,24,24
Weight_Biased-209-809Nodes,Weight_Biased,0.004148869769548,0.287882304626,1.59814834968,4,3,3,3,3,3,3,3
Weight_Biased-210-745Nodes,Weight_Biased,0.387605542325178,192.114302737,11.5250227941,78,65,63,63,53,54,53,55
Weight_Biased-211-472Nodes,Weight_Biased,0.543506423404944,228.703291154,9.68994449913,75,67,64,57,50,51,51,51
Weight_Biased-212-231Nodes,Weight_Biased,0.333634481460568,48.6777859042,6.31671619009,28,23,21,19,18,18,18,18
Weight_Biased-213-425Nodes,Weight_Biased,0.002819089900111,0.198062264195,1.00255817783,3,2,2,2,2,2,2,2
Weight_Biased-214-954Nodes,Weight_Biased,0.004228069364976,0.577902738736,1.74807179779,5,3,3,3,3,3,3,3
Weight_Biased-215-479Nodes,Weight_Biased,0.605366829430211,229.427496026,9.5998270501,88,77,76,67,59,60,60,61
Weight_Biased-216-659Nodes,Weight_Biased,0.00456157667277,0.18273928795,1.52581734282,4,3,3,3,3,3,3,3
Weight_Biased-217-214Nodes,Weight_Biased,0.035057698214207,0.592910835413,2.11555253349,8,7,7,7,7,7,7,8
Weight_Biased-218-712Nodes,Weight_Biased,0.001821299325211,0.267949192431,1.019952183,3,2,2,2,2,2,2,2
Weight_Biased-219-625Nodes,Weight_Biased,0.001851282051282,0.38196601125,0.990071945133,3,2,2,2,2,2,2,2
Weight_Biased-220-512Nodes,Weight_Biased,0.004089713796477,0.00301895278282,1.2934111537,3,3,3,3,3,3,3,3
Weight_Biased-221-621Nodes,Weight_Biased,0.455191938081138,199.225802379,10.8613195439,80,68,66,63,53,55,54,55
Weight_Biased-222-204Nodes,Weight_Biased,0.463971795614797,69.985606365,6.44873496773,34,28,27,24,23,23,23,23
Weight_Biased-223-799Nodes,Weight_Biased,0.334976991916587,201.956692429,11.5579697888,71,61,58,58,49,50,48,50
Weight_Biased-224-315Nodes,Weight_Biased,0.641896673743807,163.690184594,7.80711814647,69,59,58,50,46,47,47,47
Weight_Biased-225-146Nodes,Weight_Biased,0.008124704770902,0.585786437627,0.991782411407,2,2,2,2,2,2,2,2
Weight_Biased-226-294Nodes,Weight_Biased,0.124910032272294,27.3649059318,4.68806677102,15,11,10,9,9,9,9,9
Weight_Biased-228-385Nodes,Weight_Biased,0.540137987012986,157.113004808,8.76447622819,64,56,54,49,43,44,44,44
Weight_Biased-229-609Nodes,Weight_Biased,0.002101158067583,0.198062264195,1.01424310738,3,2,2,2,2,2,2,2
Weight_Biased-230-255Nodes,Weight_Biased,0.406268334105295,51.271995386,6.94943243458,36,31,28,26,24,24,24,24
Weight_Biased-231-172Nodes,Weight_Biased,0.031075751393989,1.30214878383,1.9818566867,5,4,4,4,4,4,4,4
Weight_Biased-232-599Nodes,Weight_Biased,0.334961837175671,134.332588148,10.0664278123,57,48,47,46,38,39,38,39
Weight_Biased-233-301Nodes,Weight_Biased,0.362392026578073,78.0239846176,7.3952697261,36,31,28,27,24,24,24,24
Weight_Biased-234-309Nodes,Weight_Biased,0.327701424788803,71.8059814965,7.28954265264,35,29,27,25,22,22,22,23
Weight_Biased-235-921Nodes,Weight_Biased,0.003561818439315,0.272975047725,1.58162294217,4,3,3,3,3,3,3,3
Weight_Biased-236-139Nodes,Weight_Biased,0.586800125117297,54.9277568313,5.41618361084,32,28,25,23,22,22,22,22
Weight_Biased-237-366Nodes,Weight_Biased,0.528347930234298,148.933663786,8.58082854292,61,53,51,45,40,41,41,41
Weight_Biased-238-560Nodes,Weight_Biased,0.669192435471505,307.049829225,10.0403407273,115,100,100,87,78,79,79,79
Weight_Biased-239-308Nodes,Weight_Biased,0.516477008333685,116.241828009,7.87488769354,52,46,44,37,34,35,35,35
Weight_Biased-240-587Nodes,Weight_Biased,0.003872295643377,0.0170077552316,1.33276759868,4,3,3,3,3,3,3,3
Weight_Biased-242-854Nodes,Weight_Biased,0.002542342634207,0.00659782491906,1.30995701797,3,3,3,3,3,3,3,3
Weight_Biased-243-289Nodes,Weight_Biased,0.120410419069588,25.6835210629,4.54419241711,14,11,10,9,8,8,8,8
Weight_Biased-244-509Nodes,Weight_Biased,0.002397784756277,0.267949192431,0.995668579701,3,2,2,2,2,2,2,2
Weight_Biased-245-137Nodes,Weight_Biased,0.090811507084586,6.52653635079,2.94946479347,8,6,5,5,5,5,5,5
Weight_Biased-246-198Nodes,Weight_Biased,0.399169358560221,47.7471967484,6.15113710018,29,25,22,20,19,19,19,20
Weight_Biased-247-471Nodes,Weight_Biased,0.527253015313728,186.126036654,9.63368552805,75,65,62,57,49,50,50,51
Weight_Biased-248-445Nodes,Weight_Biased,0.070209535378075,22.3402538464,4.58161618607,14,11,10,9,8,8,8,9
Weight_Biased-249-264Nodes,Weight_Biased,0.504752851711026,95.2385020074,7.32027654659,46,39,35,31,30,30,30,30
Weight_Biased-250-956Nodes,Weight_Biased,0.002094240837696,4.32E-05,1.27323496149,3,2,2,2,2,2,2,3
Weight_Biased-251-788Nodes,Weight_Biased,0.008978386083502,2.21466932083,2.28602906201,6,5,4,4,4,4,4,4
Weight_Biased-252-471Nodes,Weight_Biased,0.358919456114197,111.421571455,9.09280329948,51,42,40,39,33,34,34,35
Weight_Biased-253-518Nodes,Weight_Biased,0.031268903609329,8.72227734254,3.40786574143,10,8,7,6,6,6,6,6
Weight_Biased-254-694Nodes,Weight_Biased,0.337258962619193,158.200910836,10.8381795143,65,54,53,52,43,44,43,45
Weight_Biased-255-715Nodes,Weight_Biased,0.594977571448159,322.409716516,11.6417154947,121,107,101,93,83,83,82,82
Weight_Biased-256-207Nodes,Weight_Biased,0.009896346325219,0.00132122948999,1.27531202553,3,3,3,3,3,3,3,3
Weight_Biased-257-545Nodes,Weight_Biased,0.606826767404209,256.370509474,10.2055139421,99,86,82,74,66,67,67,67
Weight_Biased-258-171Nodes,Weight_Biased,0.610732714138286,81.4024537784,5.96966602346,39,35,31,27,27,27,27,27
Weight_Biased-259-785Nodes,Weight_Biased,0.01482841544261,2.52019720827,2.72043497339,9,9,8,8,8,8,8,9
Weight_Biased-260-195Nodes,Weight_Biased,0.025905366111552,1.14494351886,1.93522808751,5,4,3,3,3,3,3,3
Weight_Biased-261-891Nodes,Weight_Biased,0.342001790690929,274.947624765,12.2916714767,76,71,67,63,53,53,53,55
Weight_Biased-262-532Nodes,Weight_Biased,0.010400294521615,1.33445843141,2.02355527992,6,4,4,4,4,4,4,4
Weight_Biased-264-758Nodes,Weight_Biased,0.002642007926024,0.000189448237518,1.27318031333,3,3,3,3,3,3,3,3
Weight_Biased-265-169Nodes,Weight_Biased,0.00781910397295,0.152240934977,1.00372795038,3,2,2,2,2,2,2,2
Weight_Biased-266-925Nodes,Weight_Biased,0.016422136422136,7.95060699859,3.31490865114,9,7,7,6,6,6,6,6
Weight_Biased-268-430Nodes,Weight_Biased,0.002721309698054,0.585786437627,0.999711578057,3,2,2,2,2,2,2,2
Weight_Biased-269-343Nodes,Weight_Biased,0.575742076279133,145.596268387,8.26937825859,64,55,51,46,43,44,43,44
Weight_Biased-270-709Nodes,Weight_Biased,0.021403584263664,8.04802817107,3.30879216939,9,7,7,6,6,6,6,6
Weight_Biased-271-621Nodes,Weight_Biased,0.004851696015791,0.193253095891,1.52620778047,4,3,3,3,3,3,3,3
Weight_Biased-272-742Nodes,Weight_Biased,0.002830006802201,0.0029862540406,1.29488144046,4,3,3,3,3,3,3,3
Weight_Biased-273-286Nodes,Weight_Biased,0.683842473316157,160.748501563,7.30313556812,69,59,57,49,47,47,47,47
Weight_Biased-274-759Nodes,Weight_Biased,0.379457069258606,238.298157376,11.6850264296,76,69,65,62,52,53,52,52
Weight_Biased-275-237Nodes,Weight_Biased,0.529285561038403,92.2500958028,6.98716197666,41,38,35,30,29,29,29,29
Weight_Biased-276-472Nodes,Weight_Biased,0.482690992838893,164.199669964,9.59172586672,70,59,54,53,45,47,46,47
Weight_Biased-277-466Nodes,Weight_Biased,0.034177857769163,3.34305720477,2.94308761756,11,10,10,10,10,10,10,11
Weight_Biased-278-752Nodes,Weight_Biased,0.038009604215656,17.6969400654,4.492419756,14,11,11,10,9,9,9,9
Weight_Biased-279-123Nodes,Weight_Biased,0.01692656270825,0.00711611811807,1.28855190013,3,3,3,3,3,3,3,3
Weight_Biased-280-998Nodes,Weight_Biased,0.002120590227597,0.00372439238692,1.29805571102,3,3,3,3,3,3,3,3
Weight_Biased-281-129Nodes,Weight_Biased,0.427567829457364,35.5413907973,5.11743973997,22,19,17,15,15,15,15,15
Weight_Biased-282-843Nodes,Weight_Biased,0.001445465380681,0.267949192431,1.00077270802,3,2,2,2,2,2,2,3
Weight_Biased-283-422Nodes,Weight_Biased,0.007125890736342,0.195689228071,1.52623106375,4,3,3,3,3,3,3,3
Weight_Biased-284-373Nodes,Weight_Biased,0.006356481881865,0.036066441733,1.3573389431,4,3,3,3,3,3,3,3
Weight_Biased-286-228Nodes,Weight_Biased,0.604103872014838,98.6918342828,6.7874322532,48,42,39,35,33,33,33,34
Weight_Biased-287-643Nodes,Weight_Biased,0.309888906653488,132.943169677,10.1940144475,56,47,46,44,38,39,38,39
Weight_Biased-288-885Nodes,Weight_Biased,0.007211698238617,1.75220254266,2.17297493437,6,5,4,4,4,4,4,4
Weight_Biased-290-628Nodes,Weight_Biased,0.002112983675169,0.152240934977,1.02533914434,3,2,2,2,2,2,2,2
Weight_Biased-291-673Nodes,Weight_Biased,0.00184851057808,0.267949192431,1.00225783683,3,2,2,2,2,2,2,2
Weight_Biased-292-578Nodes,Weight_Biased,0.446882514857303,188.125854504,10.4975594127,74,64,61,58,48,50,50,50
Weight_Biased-293-716Nodes,Weight_Biased,0.62874164941204,352.275529331,11.5122567201,128,113,108,101,89,89,89,89
Weight_Biased-294-446Nodes,Weight_Biased,0.002700660049378,0.38196601125,0.990241522433,3,2,2,2,2,2,2,2
Weight_Biased-295-840Nodes,Weight_Biased,0.003638117940859,0.194593188146,1.53574476382,4,3,3,3,3,3,3,3
Weight_Biased-296-892Nodes,Weight_Biased,0.001265771818836,0.38196601125,0.993246429502,3,2,2,2,2,2,2,2
Weight_Biased-297-541Nodes,Weight_Biased,0.492236598890942,204.322474671,10.27880586,77,66,65,59,51,53,52,53
Weight_Biased-298-141Nodes,Weight_Biased,0.443768996960486,39.5903017652,5.3438729884,25,20,18,17,17,17,16,17
Weight_Biased-299-971Nodes,Weight_Biased,0.004134328516674,0.57196466615,1.74474388649,4,3,3,3,3,3,3,3
Weight_Biased-300-772Nodes,Weight_Biased,0.328319993548517,170.23785816,11.2770278777,67,59,55,55,46,47,47,48
Weight_Biased-301-147Nodes,Weight_Biased,0.548690709160376,61.9396712151,5.60659580639,32,27,23,21,21,22,21,21
Weight_Biased-302-271Nodes,Weight_Biased,0.666584665846658,139.512173328,7.1656488148,63,54,52,44,43,43,43,44
Weight_Biased-303-329Nodes,Weight_Biased,0.003817925717251,0.38196601125,0.992899728988,3,2,2,2,2,2,2,2
Weight_Biased-304-707Nodes,Weight_Biased,0.10230355289677,59.5574606599,6.61170707704,23,20,18,16,14,14,14,15
Weight_Biased-305-142Nodes,Weight_Biased,0.411147737488762,37.6561384248,5.26686650718,24,20,17,16,16,16,16,16
Weight_Biased-306-312Nodes,Weight_Biased,0.235571770137686,60.2525323396,6.37751489661,25,20,18,17,15,15,15,15
Weight_Biased-307-187Nodes,Weight_Biased,0.00672761773331,0.38196601125,1.0135676364,3,2,2,2,2,2,2,2
Weight_Biased-308-806Nodes,Weight_Biased,0.001374782300448,0.585786437627,0.987762311366,3,2,2,2,2,2,2,2
Weight_Biased-309-967Nodes,Weight_Biased,0.450879007238883,337.313575795,13.4969963024,111,97,94,92,79,79,77,78
Weight_Biased-310-335Nodes,Weight_Biased,0.011779426222183,0.347592372652,1.72375311534,5,4,4,3,3,3,3,3
Weight_Biased-311-801Nodes,Weight_Biased,0.004328963795256,0.333709117591,1.62105592361,4,3,3,3,3,3,3,3
Weight_Biased-312-319Nodes,Weight_Biased,0.065475838410126,7.07818304218,3.48482485629,13,10,9,9,9,9,9,9
Weight_Biased-313-588Nodes,Weight_Biased,0.301556397686843,119.163282391,9.63806144591,52,43,42,39,34,35,34,35
Weight_Biased-314-254Nodes,Weight_Biased,0.575550091811646,109.113065128,7.16938736289,51,45,41,36,34,34,34,34
Weight_Biased-315-653Nodes,Weight_Biased,0.565770065483516,296.572042431,11.2243436838,103,92,88,82,71,72,72,72
Weight_Biased-316-944Nodes,Weight_Biased,0.012311950680303,3.38192131757,2.79886175217,9,8,7,7,7,7,7,7
Weight_Biased-317-992Nodes,Weight_Biased,0.003128967156017,0.215760048345,1.54564405876,4,3,3,3,3,3,3,3
Weight_Biased-318-820Nodes,Weight_Biased,0.329497602668334,210.477295748,11.7046224397,72,62,61,58,49,50,49,49
Weight_Biased-319-124Nodes,Weight_Biased,0.35234723314975,30.8095274004,4.78093136613,18,15,13,12,12,12,12,12
Weight_Biased-320-502Nodes,Weight_Biased,0.006457205111689,0.259228095642,1.57360371587,4,3,3,3,3,3,3,3
Weight_Biased-321-572Nodes,Weight_Biased,0.403506301054462,143.898247635,10.2629463581,65,57,54,51,43,44,44,45
Weight_Biased-322-761Nodes,Weight_Biased,0.008219793899993,0.700962857524,2.06698021171,7,6,5,5,5,5,5,5
Weight_Biased-324-295Nodes,Weight_Biased,0.00744840309005,0.00997952881637,1.31417019878,3,3,3,3,3,3,3,3
Weight_Biased-325-980Nodes,Weight_Biased,0.558704217131183,435.647349894,13.6537121787,144,127,123,117,102,102,101,100
Weight_Biased-326-162Nodes,Weight_Biased,0.010198604401503,0.697224362268,1.18090817647,3,3,3,3,3,3,3,3
Weight_Biased-327-560Nodes,Weight_Biased,0.013186813186813,1.92948073963,2.32148967358,7,6,5,5,5,5,5,6
Weight_Biased-328-880Nodes,Weight_Biased,0.420516599441514,283.357722896,12.7355794901,96,82,82,78,67,68,67,67
Weight_Biased-329-466Nodes,Weight_Biased,0.451151414463057,180.885915257,9.5270002816,61,55,51,48,40,42,41,41
Weight_Biased-330-249Nodes,Weight_Biased,0.374821868117631,62.9377765714,6.77219542712,33,26,25,23,21,21,21,22
Weight_Biased-331-851Nodes,Weight_Biased,0.20405059791249,149.878584441,10.0498274945,48,40,39,37,31,31,31,32
Weight_Biased-332-900Nodes,Weight_Biased,0.002234581633914,2.89E-05,1.2752014121,3,3,3,3,3,3,3,3
Weight_Biased-334-147Nodes,Weight_Biased,0.008759668250862,0.38196601125,1.00539906851,3,2,2,2,2,2,2,2
Weight_Biased-335-750Nodes,Weight_Biased,0.691289719626168,421.324353476,11.3537666374,151,135,131,117,106,107,106,107
Weight_Biased-336-202Nodes,Weight_Biased,0.475641594010147,70.2744042055,6.45120517355,33,31,27,24,23,23,22,23
Weight_Biased-337-704Nodes,Weight_Biased,0.008979374110953,1.74075889967,2.16273894354,6,5,4,4,4,4,4,4
Weight_Biased-338-171Nodes,Weight_Biased,0.440591675266597,50.1802747643,5.87602531644,30,26,22,20,19,19,19,20
Weight_Biased-339-695Nodes,Weight_Biased,0.097675865071631,54.9377799004,6.4522284451,21,18,17,15,13,13,14,15
Weight_Biased-340-611Nodes,Weight_Biased,0.304864371763569,126.036896566,9.85504396088,54,44,43,42,35,36,36,36
Weight_Biased-341-780Nodes,Weight_Biased,0.550093808630394,342.619313669,12.2869553076,115,105,101,93,81,81,81,81
Weight_Biased-342-484Nodes,Weight_Biased,0.458883014218982,152.43576613,9.66569844811,64,57,53,50,43,45,44,45
Weight_Biased-343-633Nodes,Weight_Biased,0.422855800187973,191.234887983,10.8744249082,74,63,63,59,50,51,51,52
Weight_Biased-344-878Nodes,Weight_Biased,0.009189538782815,1.79555007007,2.37645869092,7,6,5,5,5,5,5,5
Weight_Biased-345-137Nodes,Weight_Biased,0.503756977243452,50.5447396578,5.42329476233,28,24,20,19,19,18,18,19
Weight_Biased-346-917Nodes,Weight_Biased,0.001466715557185,0.198062264195,1.02532042762,3,2,2,2,2,2,2,2
Weight_Biased-347-609Nodes,Weight_Biased,0.010424768818598,1.79495112526,2.16700197858,6,4,4,4,4,4,4,4
Weight_Biased-348-847Nodes,Weight_Biased,0.678489788741239,490.200881246,12.1355166157,161,143,144,127,116,116,115,115
Weight_Biased-349-163Nodes,Weight_Biased,0.413921078542755,36.2291998298,5.65135210767,26,22,19,18,17,17,17,17
Weight_Biased-350-456Nodes,Weight_Biased,0.017717370348949,2.89799180022,2.43121661061,7,5,5,4,4,4,4,4
Weight_Biased-351-597Nodes,Weight_Biased,0.370572099872966,160.634254099,10.2800167728,63,54,51,49,42,43,42,43
Weight_Biased-352-568Nodes,Weight_Biased,0.572068211739573,249.221604583,10.4808303341,97,82,80,74,63,65,65,65
Weight_Biased-354-191Nodes,Weight_Biased,0.581482502066685,82.1965244358,6.30075329957,43,35,32,28,28,28,28,28
Weight_Biased-355-553Nodes,Weight_Biased,0.55955656891265,226.514302701,10.3812693043,92,78,77,71,60,62,62,62
Weight_Biased-356-533Nodes,Weight_Biased,0.00224999647336,0.38196601125,0.994653910701,3,2,2,2,2,2,2,2
Weight_Biased-357-565Nodes,Weight_Biased,0.007148685118936,0.567857271309,1.74852514076,5,4,3,3,3,3,3,3
Weight_Biased-358-396Nodes,Weight_Biased,0.003196522183864,0.267949192431,1.00282196013,3,2,2,2,2,2,2,2
Weight_Biased-359-598Nodes,Weight_Biased,0.493364257183352,247.633049183,10.8291476839,83,74,71,65,55,57,56,57
Weight_Biased-360-640Nodes,Weight_Biased,0.318735328638497,125.704018496,10.2248455713,58,49,47,45,38,39,39,40
Weight_Biased-361-248Nodes,Weight_Biased,0.008097165991903,0.00372006568021,1.27191778505,3,3,3,3,3,3,3,3
Weight_Biased-362-327Nodes,Weight_Biased,0.025365377760267,0.44250094386,2.13109554682,8,8,7,7,7,7,7,7
Weight_Biased-363-643Nodes,Weight_Biased,0.207235359951163,117.347071148,8.09035679843,35,28,27,24,21,21,21,21
Weight_Biased-364-161Nodes,Weight_Biased,0.492624223602484,49.7973065035,5.80694115873,31,26,23,21,20,20,20,21
Weight_Biased-365-433Nodes,Weight_Biased,0.068418013856813,16.2445653786,4.42779103614,15,13,11,11,10,10,10,10
